Indicator;SeriesID;SeriesDescription;GeoAreaCode;GeoAreaName;TimePeriod;Total;Time_Detail;Source;FootNote;Nature;Units;Reporting Type;SeriesCode
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);316;Guam;2020;11,0;2020;Guam Visitors Bureau, Tourism Satellite Account CY 2010, 2015 and 2016; ;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);324;Guinea;2011;1,7;2011;Institut National de la Statistique (INS) / DÇpartement de la comptabilitÇ nationale/ COMPTES NATIONAUX DEFINITIFS 2016 ET PROVISOIRES 2017;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);324;Guinea;2012;1,6;2012;Institut National de la Statistique (INS) / DÇpartement de la comptabilitÇ nationale/ COMPTES NATIONAUX DEFINITIFS 2016 ET PROVISOIRES 2017;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);324;Guinea;2013;1,4;2013;Institut National de la Statistique (INS) / DÇpartement de la comptabilitÇ nationale/ COMPTES NATIONAUX DEFINITIFS 2016 ET PROVISOIRES 2017;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);324;Guinea;2014;1,2;2014;Institut National de la Statistique (INS) / DÇpartement de la comptabilitÇ nationale/ COMPTES NATIONAUX DEFINITIFS 2016 ET PROVISOIRES 2017;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);324;Guinea;2015;1,1;2015;Institut National de la Statistique (INS) / DÇpartement de la comptabilitÇ nationale/ COMPTES NATIONAUX DEFINITIFS 2016 ET PROVISOIRES 2017;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);324;Guinea;2016;1,0;2016;Institut National de la Statistique (INS) / DÇpartement de la comptabilitÇ nationale/ COMPTES NATIONAUX DEFINITIFS 2016 ET PROVISOIRES 2017;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);324;Guinea;2017;0,9;2017;Institut National de la Statistique (INS) / DÇpartement de la comptabilitÇ nationale/ COMPTES NATIONAUX DEFINITIFS 2016 ET PROVISOIRES 2017;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2008;2,8;2008;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2009;3,2;2009;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2010;4,3;2010;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2011;4,5;2011;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2012;4,7;2012;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2013;5;2013;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2014;5,1;2014;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2015;5,0;2015;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2016;4,7;2016;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2017;4,5;2017;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2018;4,5;2018;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2019;3,6;2019;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);344;Hong Kong, China;2020;0,4;2020;Census and Statistics Department, HKSAR;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2008;5,4;2008;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2009;5,7;2009;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2010;5,4;2010;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2011;5,5;2011;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2012;5,5;2012;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2013;5,6;2013;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2014;5,8;2014;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2015;6,1;2015;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2016;6,3;2016;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2017;6,5;2017;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2018;6,5;2018;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2019;6,4;2019;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);348;Hungary;2020;5,1;2020;Hungarian Central Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2009;3,5;2009;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2010;3,4;2010;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2011;3,7;2011;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2012;4,2;2012;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2013;4,7;2013;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2014;5,5;2014;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2015;6,4;2015;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2016;8,2;2016;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2017;8,0;2017;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2018;8,089224328;2018;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2019;8,0;2019;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);352;Iceland;2020;3,9;2020;Statistics Iceland, via cooperation UNWTO - OECD.;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2009;3,7;2009;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2010;3,7;2010;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2011;3,0;2011;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2012;3,1;2012;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2013;3,1;2013;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2014;3,1;2014;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2015;2,6;2015;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2016;2,6;2016;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2017;2,6;2017;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2018;2,6;2018;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2019;2,7;2019;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);356;India;2020;0,6;2020;Tourism Satellite Account, via cooperation UNWTO - OECD.;Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2008;4,7;2008;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2009;4,2;2009;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2010;4,1;2010;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2011;4,0;2011;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2012;4,0;2012;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2013;4,0;2013;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2014;4,1;2014;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2015;4,3;2015;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2016;4,7;2016;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2017;4,7;2017;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2018;4,9;2018;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2019;5,0;2019;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);360;Indonesia;2020;2,2;2020;National Statistical Office, Ministry of Tourism and Creative Economy, via cooperation UNWTO - OECD.;Estimated value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);376;Israel;2008;2,7;2008;Central Bureau of Statistics (CBS), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);376;Israel;2009;2,5;2009;Central Bureau of Statistics (CBS), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);376;Israel;2010;2,8;2010;Central Bureau of Statistics (CBS), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
